doi;agreement;yfa_kod;article_title;corresponding_auth;approved_date;approved_year;first_published;apc;apc_source;currency;over limit;oa_type
10.1038/s41467-022-28497-0;Springer Fully Open;YFA_SOA;;Eduardo Villablanca;Januari;2022;;4790,00;List price;EUR;;Guld
10.1186/s12916-022-02238-y;Springer Fully Open;YFA_SOA;;Xia Jiang;Januari;2022;;2990,00;List price;EUR;;Guld
10.1038/s41598-022-05597-x;Springer Fully Open;YFA_SOA;;Oskar Fernandez-Capetillo;Januari;2022;;1790,00;List price;EUR;;Guld
10.1186/s10020-022-00443-2;Springer Fully Open;YFA_SOA;;Hans-Gustaf Ljunggren;Januari;2022;;2390,00;List price;EUR;;Guld
10.1186/s13018-022-02960-6;Springer Fully Open;YFA_SOA;;Reinhilde Jacobs;Januari;2022;;2190,00;List price;EUR;;Guld
10.1186/s12913-022-07481-w;Springer Fully Open;YFA_SOA;;Ann Liljas;Januari;2022;;2170,00;List price;EUR;;Guld
10.1186/s12960-022-00708-1;Springer Fully Open;YFA_SOA;;Rachel Forse;Januari;2022;;2390,00;List price;EUR;;Guld
10.1186/s11689-022-09422-4;Springer Fully Open;YFA_SOA;;Håkan Karlsson;Januari;2022;;2290,00;List price;EUR;;Guld
10.1186/s40359-022-00730-x;Springer Fully Open;YFA_SOA;;Sven Alfonsson;Januari;2022;;1190,00;List price;EUR;;Guld
10.1186/s12879-022-07089-9;Springer Fully Open;YFA_SOA;;Pontus Naucler;Januari;2022;;2090,00;List price;EUR;;Guld
10.1080/17482631.2022.2035305;Taylor & Francis;YFA_TAY;;Mandana Fallahpour;Januari;2022;;1734,44;Medel-APC från YFA;EUR;;Gold
10.1080/02656736.2022.2034991;Taylor & Francis;YFA_TAY;;Helena Kopp Kallner;Januari;2022;;1734,44;Medel-APC från YFA;EUR;;Gold
10.1080/17441692.2022.2036217;Taylor & Francis;YFA_TAY;;Siddarth David ;Januari;2022;;3605,00;List price;USD;;Hybrid
10.1080/26895269.2022.2035883;Taylor & Francis;YFA_TAY;;Kenny Rodriguez-wallberg ;Januari;2022;;3605,00;List price;USD;;Hybrid
10.1080/17425247.2022.2034784;Taylor & Francis;YFA_TAY;;Carmine Cerrato ;Januari;2022;;4945,00;List price;USD;;Hybrid
10.1080/0284186x.2022.2033316;Taylor & Francis;YFA_TAY;;Johanna Simin ;Januari;2022;;3900,00;List price;USD;;Hybrid
10.1007/s40263-022-00908-2;Springer Compact;YFA_SCO;;Essi Heinonen;Februari;2022;;2381,00;Discounted;EUR;;Hybrid
10.1007/s10803-022-05466-6;Springer Compact;YFA_SCO;;Miriam I. Martini;Februari;2022;;2381,00;Discounted;EUR;;Hybrid
10.1007/s00467-022-05481-w;Springer Compact;YFA_SCO;;Ylva Tranæus Lindblad;Februari;2022;;2381,00;Discounted;EUR;;Hybrid
10.1007/s10608-022-10295-z;Springer Compact;YFA_SCO;;Ata Ghaderi;Februari;2022;;2381,00;Discounted;EUR;;Hybrid
10.1007/s10120-022-01282-0;Springer Compact;YFA_SCO;;Dag Holmberg;Februari;2022;;2381,00;Discounted;EUR;;Hybrid
10.1007/s00005-022-00646-9;Springer Compact;YFA_SCO;;Ioannis Parodis;Februari;2022;;2381,00;Discounted;EUR;;Hybrid
10.1007/s10433-022-00684-4;Springer Compact;YFA_SCO;;Stefan Fors;Februari;2022;;2381,00;Discounted;EUR;;Hybrid
10.1007/s10803-022-05490-6;Springer Compact;YFA_SCO;;T. Holmberg Bergman;Februari;2022;;2381,00;Discounted;EUR;;Hybrid
10.1007/s00268-022-06489-x;Springer Compact;YFA_SCO;;Catharina Ihre-Lundgren;Februari;2022;;2381,00;Discounted;EUR;;Hybrid
10.1007/s10654-022-00844-x;Springer Compact;YFA_SCO;;Arvid Sjölander;Februari;2022;;2381,00;Discounted;EUR;;Hybrid
